ts,arm,model,ok,http_status,error,provider_reported,ttfb_ms,ttft_ms,total_ms,output_tokens,decode_tps,gen_id,gen_provider_name,gen_latency_ms,gen_generation_time_ms,is_byok,total_cost,warmup,synthetic
2026-09-16T11:00:00+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,491.2,633.8,4570.6,243,61.5,gen-SYNTH56822714037,Anthropic,588,3937,False,0.004605,False,True
2026-09-16T11:00:00+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,300.5,391.2,3842.8,224,64.6,gen-SYNTH85039312790,Anthropic,370,3452,False,0.00432,False,True
2026-09-16T11:00:00+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,542.5,595.4,4709.1,229,55.4,,,,,False,,False,True
2026-09-16T11:00:03+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,315.8,428.7,4220.7,222,58.3,gen-SYNTH92681805166,Anthropic,403,3792,False,0.00429,False,True
2026-09-16T11:00:03+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,445.4,585.7,4722.8,246,59.2,gen-SYNTH46836177066,Anthropic,533,4137,False,0.00465,False,True
2026-09-16T11:00:03+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,440.4,499.1,4873.3,215,48.9,,,,,False,,False,True
2026-09-16T11:00:06+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,277.8,447.3,4172.7,226,60.4,gen-SYNTH93922977863,Anthropic,411,3725,False,0.00435,False,True
2026-09-16T11:00:06+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,301.0,418.0,4403.0,251,62.7,gen-SYNTH33287547468,Anthropic,378,3985,False,0.004725,False,True
2026-09-16T11:00:06+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,384.1,425.6,4682.9,256,59.9,,,,,False,,False,True
2026-09-16T11:00:09+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,302.7,468.0,5273.2,241,49.9,gen-SYNTH43451201025,Anthropic,424,4805,False,0.004575,False,True
2026-09-16T11:00:09+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,277.3,425.6,4541.8,229,55.4,gen-SYNTH90757925790,Anthropic,387,4116,False,0.004395,False,True
2026-09-16T11:00:09+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,337.9,366.9,4896.9,223,49.0,,,,,False,,False,True
2026-09-16T11:00:12+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,417.9,535.9,4893.5,250,57.1,gen-SYNTH41451979161,Anthropic,501,4358,False,0.00471,False,True
2026-09-16T11:00:12+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,294.6,445.9,4869.2,221,49.7,gen-SYNTH78758549440,Anthropic,423,4423,False,0.004275,False,True
2026-09-16T11:00:12+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,315.4,370.7,3980.7,222,61.2,,,,,False,,False,True
2026-09-16T11:00:16+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,499.0,762.4,4651.0,237,60.7,gen-SYNTH93079225193,Anthropic,695,3889,False,0.004515,False,True
2026-09-16T11:00:16+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,381.8,526.7,4194.6,250,67.9,gen-SYNTH96133084605,Anthropic,486,3668,False,0.00471,False,True
2026-09-16T11:00:16+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,447.8,520.2,4697.8,232,55.3,,,,,False,,False,True
2026-09-16T11:00:19+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,283.1,377.4,4434.3,240,58.9,gen-SYNTH37800542130,Anthropic,354,4057,False,0.00456,False,True
2026-09-16T11:00:19+00:00,or_pinned,anthropic/claude-sonnet-4.5,False,429,rate limit exceeded,Anthropic,,,,,,gen-SYNTH76564157724,Anthropic,,,False,,False,True
2026-09-16T11:00:19+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,681.7,808.0,4993.7,215,51.1,,,,,False,,False,True
2026-09-16T11:00:22+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,546.1,721.5,4152.8,221,64.1,gen-SYNTH56512612338,Anthropic,651,3431,False,0.004275,False,True
2026-09-16T11:00:22+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,487.7,634.8,4428.7,223,58.5,gen-SYNTH72520571707,Anthropic,593,3794,False,0.004305,False,True
2026-09-16T11:00:22+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,402.6,477.8,4955.0,230,51.1,,,,,False,,False,True
2026-09-16T11:00:25+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,646.0,889.6,4975.0,214,52.1,gen-SYNTH30918889442,Anthropic,844,4085,False,0.00417,False,True
2026-09-16T11:00:25+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,341.3,455.8,4352.7,231,59.0,gen-SYNTH15306504911,Anthropic,425,3897,False,0.004425,False,True
2026-09-16T11:00:25+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,623.1,681.5,5068.9,237,53.8,,,,,False,,False,True
2026-09-16T11:00:28+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,585.0,857.6,4642.1,224,58.9,gen-SYNTH36672608241,Anthropic,785,3784,False,0.00432,False,True
2026-09-16T11:00:28+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,322.6,461.9,4645.4,220,52.3,gen-SYNTH15022726134,Anthropic,430,4183,False,0.00426,False,True
2026-09-16T11:00:28+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,616.1,725.9,4913.0,243,57.8,,,,,False,,False,True
2026-09-16T11:00:32+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,333.5,508.3,6011.2,245,44.3,gen-SYNTH31968599937,Amazon Bedrock,474,5503,False,0.004635,False,True
2026-09-16T11:00:32+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,387.9,518.2,4478.0,219,55.1,gen-SYNTH96954072962,Anthropic,488,3960,False,0.004245,False,True
2026-09-16T11:00:32+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,339.0,384.2,4059.8,240,65.0,,,,,False,,False,True
2026-09-16T11:00:35+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,605.2,782.6,5764.2,232,46.4,gen-SYNTH89911363906,Amazon Bedrock,740,4982,False,0.00444,False,True
2026-09-16T11:00:35+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,504.3,711.8,4685.1,232,58.1,gen-SYNTH54334844751,Anthropic,667,3973,False,0.00444,False,True
2026-09-16T11:00:35+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,453.3,533.7,4108.7,218,60.7,,,,,False,,False,True
2026-09-16T11:00:38+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,544.6,753.0,4784.3,245,60.5,gen-SYNTH15967026698,Amazon Bedrock,712,4031,False,0.004635,False,True
2026-09-16T11:00:38+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,259.3,409.4,5102.4,256,54.3,gen-SYNTH39494154075,Anthropic,381,4693,False,0.0048,False,True
2026-09-16T11:00:38+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,507.3,590.0,4499.6,231,58.8,,,,,False,,False,True
2026-09-16T11:00:41+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,619.2,960.1,5604.5,237,50.8,gen-SYNTH94374644888,Amazon Bedrock,867,4644,False,0.004515,False,True
2026-09-16T11:00:41+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,678.9,933.9,5512.9,229,49.8,gen-SYNTH86813880632,Anthropic,842,4579,False,0.004395,False,True
2026-09-16T11:00:41+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,423.1,455.3,5895.4,245,44.9,,,,,False,,False,True
2026-09-16T11:00:44+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,605.0,859.6,5180.4,251,57.9,gen-SYNTH64112687706,Amazon Bedrock,784,4321,False,0.004725,False,True
2026-09-16T11:00:44+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,378.8,508.4,3863.4,220,65.3,gen-SYNTH64458811043,Anthropic,465,3355,False,0.00426,False,True
2026-09-16T11:00:44+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,281.9,334.6,3957.7,216,59.3,,,,,False,,False,True
2026-09-16T11:00:48+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,436.7,677.8,4490.4,225,58.8,gen-SYNTH78462245714,Anthropic,620,3813,False,0.004335,False,True
2026-09-16T11:00:48+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,331.6,437.7,3775.4,216,64.4,gen-SYNTH88013489471,Anthropic,414,3338,False,0.0042,False,True
2026-09-16T11:00:48+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,665.7,766.9,5198.9,253,56.9,,,,,False,,False,True
2026-09-16T11:00:51+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,315.0,505.5,4513.4,231,57.4,gen-SYNTH63263171387,Anthropic,473,4008,False,0.004425,False,True
2026-09-16T11:00:51+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,384.4,612.4,5146.2,254,55.8,gen-SYNTH26567547529,Anthropic,580,4534,False,0.00477,False,True
2026-09-16T11:00:51+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,720.6,842.3,4844.4,227,56.5,,,,,False,,False,True
